sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
10006;BME280;5042;42.626;23.382;2020-06-10T11:56:24;93865.75;;;17.97;98.08
10006;BME280;5042;42.626;23.382;2020-06-10T11:59:03;93869.31;;;17.86;97.00
10006;BME280;5042;42.626;23.382;2020-06-10T12:01:44;93855.00;;;17.87;97.68
10006;BME280;5042;42.626;23.382;2020-06-10T12:04:28;93842.31;;;17.89;95.44
10006;BME280;5042;42.626;23.382;2020-06-10T12:07:16;93839.78;;;17.99;95.53
10006;BME280;5042;42.626;23.382;2020-06-10T12:10:02;93835.03;;;18.01;94.12
10006;BME280;5042;42.626;23.382;2020-06-10T12:12:47;93852.03;;;18.05;92.59
10006;BME280;5042;42.626;23.382;2020-06-10T12:15:32;93867.16;;;18.05;91.62
10006;BME280;5042;42.626;23.382;2020-06-10T12:18:16;93865.59;;;17.87;96.13
10006;BME280;5042;42.626;23.382;2020-06-10T12:21:03;93885.00;;;17.87;94.53
10006;BME280;5042;42.626;23.382;2020-06-10T12:23:44;93885.22;;;17.47;96.06
10006;BME280;5042;42.626;23.382;2020-06-10T12:26:31;93886.88;;;17.14;97.73
10006;BME280;5042;42.626;23.382;2020-06-10T12:29:13;93899.28;;;16.80;97.85
10006;BME280;5042;42.626;23.382;2020-06-10T12:31:54;93909.22;;;16.89;100.00
10006;BME280;5042;42.626;23.382;2020-06-10T12:34:51;93929.16;;;16.92;99.50
10006;BME280;5042;42.626;23.382;2020-06-10T12:37:40;93932.59;;;16.92;95.39
10006;BME280;5042;42.626;23.382;2020-06-10T12:40:35;93920.50;;;16.97;92.98
10006;BME280;5042;42.626;23.382;2020-06-10T12:43:31;93918.66;;;17.14;97.20
10006;BME280;5042;42.626;23.382;2020-06-10T12:46:15;93927.22;;;17.21;96.63
10006;BME280;5042;42.626;23.382;2020-06-10T12:48:57;93926.09;;;17.17;94.72
10006;BME280;5042;42.626;23.382;2020-06-10T12:51:43;93911.19;;;17.11;96.46
10006;BME280;5042;42.626;23.382;2020-06-10T12:54:27;93912.06;;;17.16;96.36
10006;BME280;5042;42.626;23.382;2020-06-10T12:57:11;93916.94;;;17.25;93.70
10006;BME280;5042;42.626;23.382;2020-06-10T12:59:55;93929.47;;;17.29;92.78
10006;BME280;5042;42.626;23.382;2020-06-10T13:02:45;93925.44;;;17.44;92.88
10006;BME280;5042;42.626;23.382;2020-06-10T13:05:37;93941.53;;;17.37;93.34
10006;BME280;5042;42.626;23.382;2020-06-10T13:08:21;93940.34;;;16.82;94.47
10006;BME280;5042;42.626;23.382;2020-06-10T13:10:52;93947.06;;;16.73;92.77
10006;BME280;5042;42.626;23.382;2020-06-10T13:13:30;93931.88;;;16.80;92.42
10006;BME280;5042;42.626;23.382;2020-06-10T13:19:10;93937.81;;;16.87;92.06
10006;BME280;5042;42.626;23.382;2020-06-10T13:21:53;93933.25;;;17.00;94.22
10006;BME280;5042;42.626;23.382;2020-06-10T13:24:44;93920.31;;;17.20;96.46
10006;BME280;5042;42.626;23.382;2020-06-10T13:27:28;93930.66;;;17.38;91.26
10006;BME280;5042;42.626;23.382;2020-06-10T13:30:12;93925.03;;;17.52;91.64
